date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:52:21	17077/17077	---M-Z	200	added ('OK')	text/css	date:Sun,%2007%20May%202023%2006:48:59%20GMT	https://kit.baliniz.com/payze/wp-content/uploads/sites/27/elementor/css/post-3.css?ver=1683442139	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/uploads/sites/27/elementor/css/post-39eed.css	(from https://kit.baliniz.com/payze/)
01:52:23	208978/208978	---M-Z	200	added ('OK')	text/css	date:Sun,%2007%20May%202023%2006:49:03%20GMT	https://kit.baliniz.com/payze/wp-content/uploads/sites/27/elementor/css/global.css?ver=1683442143	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/uploads/sites/27/elementor/css/globaldfbb.css	(from https://kit.baliniz.com/payze/)
01:52:23	306466/306466	---M-Z	200	added ('OK')	text/css	date:Sun,%2007%20May%202023%2006:54:33%20GMT	https://kit.baliniz.com/payze/wp-content/uploads/sites/27/elementor/css/post-546.css?ver=1683442473	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/uploads/sites/27/elementor/css/post-546cc6e.css	(from https://kit.baliniz.com/payze/)
01:52:25	75684/75684	---M-Z	200	added ('OK')	text/css	date:Mon,%2005%20Jun%202023%2007:02:18%20GMT	https://kit.baliniz.com/payze/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend.css?ver=1.6.14	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontendd2ac.css	(from https://kit.baliniz.com/payze/)
01:52:25	59344/59344	---M-Z	200	added ('OK')	text/css	date:Thu,%2022%20Jun%202023%2008:59:14%20GMT	https://kit.baliniz.com/payze/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.14.0	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.mindf38.css	(from https://kit.baliniz.com/payze/)
01:52:27	26702/26702	---M-Z	200	added ('OK')	text/css	date:Thu,%2022%20Jun%202023%2008:59:14%20GMT	https://kit.baliniz.com/payze/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.14.0	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.mindf38.css	(from https://kit.baliniz.com/payze/)
01:52:27	5745/5745	---M-Z	200	added ('OK')	text/css	date:Mon,%2027%20Mar%202023%2008:26:42%20GMT	https://kit.baliniz.com/payze/wp-content/themes/hello-elementor/style.min.css?ver=2.7.0	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/themes/hello-elementor/style.min4250.css	(from https://kit.baliniz.com/payze/)
01:52:29	12285/12285	---M-Z	200	added ('OK')	text/css	date:Mon,%2027%20Mar%202023%2008:26:42%20GMT	https://kit.baliniz.com/payze/wp-content/themes/hello-elementor/theme.min.css?ver=2.7.0	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/themes/hello-elementor/theme.min4250.css	(from https://kit.baliniz.com/payze/)
01:52:29	57912/57912	---M-Z	200	added ('OK')	text/css	date:Thu,%2022%20Jun%202023%2008:59:14%20GMT	https://kit.baliniz.com/payze/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://kit.baliniz.com/payze/)
01:52:29	677/677	---M-Z	200	added ('OK')	text/css	date:Thu,%2022%20Jun%202023%2008:59:14%20GMT	https://kit.baliniz.com/payze/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://kit.baliniz.com/payze/)
01:52:31	669/669	---M-Z	200	added ('OK')	text/css	date:Thu,%2022%20Jun%202023%2008:59:14%20GMT	https://kit.baliniz.com/payze/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://kit.baliniz.com/payze/)
01:52:31	143308/143308	---M-Z	200	added ('OK')	text/css	date:Tue,%2007%20Mar%202023%2006:34:31%20GMT	https://kit.baliniz.com/payze/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon.css?ver=2.6.1	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticonc141.css	(from https://kit.baliniz.com/payze/)
01:52:34	89815/89815	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2005%20Jun%202023%2006:58:47%20GMT	https://kit.baliniz.com/payze/wp-includes/js/jquery/jquery.min.js?ver=3.6.4	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-includes/js/jquery/jquery.min5aed.js	(from https://kit.baliniz.com/payze/)
01:52:34	13424/13424	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2005%20Jun%202023%2006:58:47%20GMT	https://kit.baliniz.com/payze/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.0	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-includes/js/jquery/jquery-migrate.min6b00.js	(from https://kit.baliniz.com/payze/)
01:52:34	7/7	---M--	200	added ('OK')	application/javascript	date:Sun,%2007%20Nov%202021%2003:19:25%20GMT	https://kit.baliniz.com/payze/wp-content/plugins/template-kit-export/public/assets/js/template-kit-export-public.min.js?ver=1.0.21	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/plugins/template-kit-export/public/assets/js/template-kit-export-public.min365c.js	(from https://kit.baliniz.com/payze/)
01:52:34	15055/15055	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2022%20Jun%202023%2008:59:15%20GMT	https://kit.baliniz.com/payze/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.14.0	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.mindf38.js	(from https://kit.baliniz.com/payze/)
01:52:36	190555/190555	---MCZ	200	added ('OK')	application/json	date:Sun,%2023%20Jul%202023%2023:52:36%20GMT	https://kit.baliniz.com/payze/wp-json/	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-json/index.html	(from https://kit.baliniz.com/payze/)
01:52:36	115697/115697	---MCZ	200	added ('OK')	application/json	date:Sun,%2023%20Jul%202023%2023:52:37%20GMT	https://kit.baliniz.com/payze/wp-json/wp/v2/pages/546	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-json/wp/v2/pages/546.json	(from https://kit.baliniz.com/payze/)
01:52:37	840/840	---M-Z	200	added ('OK')	text/xml	date:Sun,%2023%20Jul%202023%2023:52:38%20GMT	https://kit.baliniz.com/payze/xmlrpc.php?rsd	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/xmlrpc0db0.php	(from https://kit.baliniz.com/payze/)
01:52:38	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Mon,%2025%20Oct%202021%2006:37:57%20GMT	https://kit.baliniz.com/payze/wp-includes/wlwmanifest.xml	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-includes/wlwmanifest.xml	(from https://kit.baliniz.com/payze/)
01:52:39	2313/2313	---M-Z	200	added ('OK')	application/json	date:Sun,%2023%20Jul%202023%2023:52:39%20GMT	https://kit.baliniz.com/payze/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkit.baliniz.com%2Fpayze%2F	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-json/oembed/1.0/embed147d.json	(from https://kit.baliniz.com/payze/)
01:52:40	2367/2367	---M-Z	200	added ('OK')	text/xml	date:Sun,%2023%20Jul%202023%2023:52:40%20GMT	https://kit.baliniz.com/payze/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkit.baliniz.com%2Fpayze%2F&format=xml	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-json/oembed/1.0/embede4c9	(from https://kit.baliniz.com/payze/)
01:52:42	118578/118578	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Jun%202022%2006:39:00%20GMT	https://kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/logo-payze-1-1024x312.png	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/logo-payze-1-1024x312.png	(from https://kit.baliniz.com/payze/)
01:52:42	73023/73023	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Jun%202022%2006:14:04%20GMT	https://kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/logo-payze-2-e1655014444821.png	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/logo-payze-2-e1655014444821.png	(from https://kit.baliniz.com/payze/)
01:52:42	9921/9921	---M-Z	200	added ('OK')	text/css	date:Thu,%2022%20Jun%202023%2008:59:09%20GMT	https://kit.baliniz.com/payze/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from https://kit.baliniz.com/payze/)
01:52:46	241780/241780	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Jun%202022%2005:24:33%20GMT	https://kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/she-was-dressed-in-a-white-shirt-and-black-pants-t-KXJ8QB6.png	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/she-was-dressed-in-a-white-shirt-and-black-pants-t-KXJ8QB6.png	(from https://kit.baliniz.com/payze/)
01:52:46	164306/164306	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2023:52:46%20GMT	https://kit.baliniz.com/payze/about/	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/about/index.html	(from https://kit.baliniz.com/payze/)
01:52:46	145623/145623	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2023:52:46%20GMT	https://kit.baliniz.com/payze/services/	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/services/index.html	(from https://kit.baliniz.com/payze/)
01:52:46	151473/151473	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Jun%202022%2012:35:32%20GMT	https://kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/mobile1-ADPM2QY.png	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/mobile1-ADPM2QY.png	(from https://kit.baliniz.com/payze/)
01:52:47	3965/3965	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Jun%202022%2012:17:09%20GMT	https://kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/partner-1-1.png	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/partner-1-1.png	(from https://kit.baliniz.com/payze/)
01:52:47	135953/135953	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2023:52:47%20GMT	https://kit.baliniz.com/payze/team/	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/team/index.html	(from https://kit.baliniz.com/payze/)
01:52:47	4479/4479	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Jun%202022%2012:17:09%20GMT	https://kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/partner-2-1.png	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/partner-2-1.png	(from https://kit.baliniz.com/payze/)
01:52:47	7875/7875	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Jun%202022%2012:17:09%20GMT	https://kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/partner-3-1.png	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/partner-3-1.png	(from https://kit.baliniz.com/payze/)
01:52:48	4298/4298	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Jun%202022%2012:17:09%20GMT	https://kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/partner-4-1.png	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/partner-4-1.png	(from https://kit.baliniz.com/payze/)
01:52:48	152974/152974	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2023:52:49%20GMT	https://kit.baliniz.com/payze/faq/	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/faq/index.html	(from https://kit.baliniz.com/payze/)
01:52:49	140072/140072	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2023:52:49%20GMT	https://kit.baliniz.com/payze/pricing/	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/pricing/index.html	(from https://kit.baliniz.com/payze/)
01:52:49	147005/147005	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2023:52:50%20GMT	https://kit.baliniz.com/payze/blog/	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/blog/index.html	(from https://kit.baliniz.com/payze/)
01:52:51	187016/187016	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Jun%202022%2012:17:09%20GMT	https://kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/man-with-tablet-in-his-hands-feeling-good-M5SC4SH-1.jpg	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/man-with-tablet-in-his-hands-feeling-good-M5SC4SH-1.jpg	(from https://kit.baliniz.com/payze/)
01:52:51	67391/67391	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2023:52:51%20GMT	https://kit.baliniz.com/payze/404-page/	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/404-page/index.html	(from https://kit.baliniz.com/payze/)
01:52:51	146427/146427	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2023:52:51%20GMT	https://kit.baliniz.com/payze/2022/06/09/newest-saas-payment-platform-can-raise-15-million-annually/	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/2022/06/09/newest-saas-payment-platform-can-raise-15-million-annually/index.html	(from https://kit.baliniz.com/payze/)
01:52:52	105272/105272	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Jun%202022%2012:17:10%20GMT	https://kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/young-woman-working-with-digital-tablet-in-the-off-7FHM3FZ-1.jpg	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/young-woman-working-with-digital-tablet-in-the-off-7FHM3FZ-1.jpg	(from https://kit.baliniz.com/payze/)
01:52:52	93778/93778	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Jun%202022%2009:29:02%20GMT	https://kit.baliniz.com/payze/wp-content/uploads/sites/27/elementor/thumbs/happy-beautiful-woman-holding-credit-card-in-hand-and-sitting-on-sofa-with-laptop-e1655014462705-pq6yva5ldjqywpuz55j5plwzo5o9k2f3cx2bwy05xc.jpg	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/uploads/sites/27/elementor/thumbs/happy-beautiful-woman-holding-credit-card-in-hand-and-sitting-on-sofa-with-laptop-e1655014462705-pq6yva5ldjqywpuz55j5plwzo5o9k2f3cx2bw	(from https://kit.baliniz.com/payze/)
01:52:52	139054/139054	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2023:52:52%20GMT	https://kit.baliniz.com/payze/contact/	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/contact/index.html	(from https://kit.baliniz.com/payze/)
01:52:52	116517/116517	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Jun%202022%2012:17:10%20GMT	https://kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/young-woman-holding-digital-tablet-in-modern-offic-MDR8BDP-1.jpg	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/young-woman-holding-digital-tablet-in-modern-offic-MDR8BDP-1.jpg	(from https://kit.baliniz.com/payze/)
01:52:52	134358/134358	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Jun%202022%2012:17:11%20GMT	https://kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/young-creative-man-standing-in-modern-office-and-s-PBU4KMW-1.jpg	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/young-creative-man-standing-in-modern-office-and-s-PBU4KMW-1.jpg	(from https://kit.baliniz.com/payze/)
01:52:52	92765/92765	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Jun%202022%2012:28:24%20GMT	https://kit.baliniz.com/payze/wp-content/uploads/sites/27/elementor/thumbs/young-handsome-man-enjoy-shopping-online-on-mobile-phone-with-credit-card-e1654518497463-ppwz5m8zpf4ixxn51ydcjblu3gm52jnlypj3hv0pvk.jpg	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/uploads/sites/27/elementor/thumbs/young-handsome-man-enjoy-shopping-online-on-mobile-phone-with-credit-card-e1654518497463-ppwz5m8zpf4ixxn51ydcjblu3gm52jnlypj3hv0pvk.22	(from https://kit.baliniz.com/payze/)
01:52:55	146277/146277	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2023:52:55%20GMT	https://kit.baliniz.com/payze/2022/06/09/the-impact-of-online-payments-will-make-all-banks-use-atms/	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/2022/06/09/the-impact-of-online-payments-will-make-all-banks-use-atms/index.html	(from https://kit.baliniz.com/payze/)
01:52:55	110447/110447	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Jun%202022%2006:16:14%20GMT	https://kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/young-woman-withdrawing-money-from-credit-card-at-atm-e1655014574794.jpg	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/young-woman-withdrawing-money-from-credit-card-at-atm-e1655014574794.jpg	(from https://kit.baliniz.com/payze/)
01:52:55	103085/103085	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Jun%202022%2006:16:06%20GMT	https://kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/money-concept-e1655014566978.jpg	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/money-concept-e1655014566978.jpg	(from https://kit.baliniz.com/payze/)
01:52:55	165226/165226	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Jun%202022%2006:15:46%20GMT	https://kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/payments-are-easy--e1655014546397.jpg	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/payments-are-easy--e1655014546397.jpg	(from https://kit.baliniz.com/payze/)
01:52:55	44718/44718	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Jun%202022%2006:13:23%20GMT	https://kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/bg-5-e1655014403325.jpg	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/bg-5-e1655014403325.jpg	(from https://kit.baliniz.com/payze/)
01:52:55	55201/55201	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Jun%202022%2006:13:08%20GMT	https://kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/bg-4-e1655014388310.jpg	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/bg-4-e1655014388310.jpg	(from https://kit.baliniz.com/payze/)
01:52:56	15158/15158	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Jun%202022%2012:17:11%20GMT	https://kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/google-play-badge-e1630982322931-1-1.png	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/google-play-badge-e1630982322931-1-1.png	(from https://kit.baliniz.com/payze/)
01:52:57	9449/9449	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Jun%202022%2012:17:11%20GMT	https://kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/app-store1-1-1.png	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/uploads/sites/27/2022/06/app-store1-1-1.png	(from https://kit.baliniz.com/payze/)
01:52:58	117153/117153	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2023:52:58%20GMT	https://kit.baliniz.com/payze/category/bank/	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/category/bank/index.html	(from https://kit.baliniz.com/payze/)
01:52:58	0/0	---M--	200	added ('OK')	text/css	date:Tue,%2007%20Mar%202023%2006:34:38%20GMT	https://kit.baliniz.com/payze/wp-content/plugins/jeg-elementor-kit/lib/jeg-framework/assets/css/jeg-dynamic-styles.css?ver=1.2.9	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/plugins/jeg-elementor-kit/lib/jeg-framework/assets/css/jeg-dynamic-styles077c.css	(from https://kit.baliniz.com/payze/)
01:52:59	116865/116865	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2023:52:59%20GMT	https://kit.baliniz.com/payze/category/inflation/	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/category/inflation/index.html	(from https://kit.baliniz.com/payze/)
01:52:59	146204/146204	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2023:52:59%20GMT	https://kit.baliniz.com/payze/2022/06/09/is-now-a-good-time-to-worry-more-about-financial-inflation/	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/2022/06/09/is-now-a-good-time-to-worry-more-about-financial-inflation/index.html	(from https://kit.baliniz.com/payze/)
01:52:59	26167/26167	---M-Z	200	added ('OK')	text/css	date:Sun,%2007%20May%202023%2006:49:06%20GMT	https://kit.baliniz.com/payze/wp-content/uploads/sites/27/elementor/css/post-675.css?ver=1683442146	C:/Users/K/Desktop/dev/payze/payze/kit.baliniz.com/payze/wp-content/uploads/sites/27/elementor/css/post-675548d.css	(from https://kit.baliniz.com/payze/)
